PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,IsAlone,Title
624,0,3,1,21.0,7.8542,0,1,1
625,0,3,1,21.0,16.1,0,1,1
626,0,1,1,61.0,32.3208,0,1,1
627,0,2,1,57.0,12.35,2,1,5
628,1,1,0,21.0,77.9583,0,1,2
629,0,3,1,26.0,7.8958,0,1,1
630,0,3,1,30.0,7.7333,2,1,1
631,1,1,1,80.0,30.0,0,1,1
632,0,3,1,51.0,7.0542,0,1,1
633,1,1,1,32.0,30.5,1,1,5
634,0,1,1,43.0,0.0,0,1,1
635,0,3,0,9.0,27.9,0,0,2
636,1,2,0,28.0,13.0,0,1,2
637,0,3,1,32.0,7.925,0,1,1
638,0,2,1,31.0,26.25,0,0,1
639,0,3,0,41.0,39.6875,0,0,3
640,0,3,1,41.0,16.1,0,0,1
641,0,3,1,20.0,7.8542,0,1,1
642,1,1,0,24.0,69.3,1,1,2
643,0,3,0,2.0,27.9,0,0,2
644,1,3,1,29.0,56.4958,0,1,1
645,1,3,0,0.75,19.2583,1,0,2
646,1,1,1,48.0,76.7292,1,0,1
647,0,3,1,19.0,7.8958,0,1,1
648,1,1,1,56.0,35.5,1,1,5
649,0,3,1,32.0,7.55,0,1,1
650,1,3,0,23.0,7.55,0,1,2
651,0,3,1,22.0,7.8958,0,1,1
652,1,2,0,18.0,23.0,0,0,2
653,0,3,1,21.0,8.4333,0,1,1
654,1,3,0,28.0,7.8292,2,1,2
655,0,3,0,18.0,6.75,2,1,2
656,0,2,1,24.0,73.5,0,0,1
657,0,3,1,42.0,7.8958,0,1,1
658,0,3,0,32.0,15.5,2,0,3
659,0,2,1,23.0,13.0,0,1,1
660,0,1,1,58.0,113.275,1,0,1
661,1,1,1,50.0,133.65,0,0,5
662,0,3,1,40.0,7.225,1,1,1
663,0,1,1,47.0,25.5875,0,1,1
664,0,3,1,36.0,7.4958,0,1,1
665,1,3,1,20.0,7.925,0,0,1
666,0,2,1,32.0,73.5,0,0,1
667,0,2,1,25.0,13.0,0,1,1
668,0,3,1,15.0,7.775,0,1,1
669,0,3,1,43.0,8.05,0,1,1
670,1,1,0,18.0,52.0,0,0,3
671,1,2,0,40.0,39.0,0,0,3
672,0,1,1,31.0,52.0,0,0,1
673,0,2,1,70.0,10.5,0,1,1
674,1,2,1,31.0,13.0,0,1,1
675,0,2,1,21.0,0.0,0,1,1
676,0,3,1,18.0,7.775,0,1,1
677,0,3,1,24.5,8.05,0,1,1
678,1,3,0,18.0,9.8417,0,1,2
679,0,3,0,43.0,46.9,0,0,3
680,1,1,1,36.0,512.3292,1,0,1
681,0,3,0,41.0,8.1375,2,1,2
682,1,1,1,27.0,76.7292,1,1,1
683,0,3,1,20.0,9.225,0,1,1
684,0,3,1,14.0,46.9,0,0,1
685,0,2,1,60.0,39.0,0,0,1
686,0,2,1,25.0,41.5792,1,0,1
687,0,3,1,14.0,39.6875,0,0,1
688,0,3,1,19.0,10.1708,0,1,1
689,0,3,1,18.0,7.7958,0,1,1
690,1,1,0,15.0,211.3375,0,0,2
691,1,1,1,31.0,57.0,0,0,1
692,1,3,0,4.0,13.4167,1,0,2
693,1,3,1,34.0,56.4958,0,1,1
694,0,3,1,25.0,7.225,1,1,1
695,0,1,1,60.0,26.55,0,1,5
696,0,2,1,52.0,13.5,0,1,1
697,0,3,1,44.0,8.05,0,1,1
698,1,3,0,26.0,7.7333,2,1,2
699,0,1,1,49.0,110.8833,1,0,1
700,0,3,1,42.0,7.65,0,1,1
701,1,1,0,18.0,227.525,1,0,3
702,1,1,1,35.0,26.2875,0,1,1
703,0,3,0,18.0,14.4542,1,0,2
704,0,3,1,25.0,7.7417,2,1,1
705,0,3,1,26.0,7.8542,0,0,1
706,0,2,1,39.0,26.0,0,1,1
707,1,2,0,45.0,13.5,0,1,3
708,1,1,1,42.0,26.2875,0,1,1
709,1,1,0,22.0,151.55,0,1,2
710,1,3,1,23.0,15.2458,1,0,4
711,1,1,0,24.0,49.5042,1,1,2
712,0,1,1,18.0,26.55,0,1,1
713,1,1,1,48.0,52.0,0,0,1
714,0,3,1,29.0,9.4833,0,1,1
715,0,2,1,52.0,13.0,0,1,1
716,0,3,1,19.0,7.65,0,1,1
717,1,1,0,38.0,227.525,1,1,2
718,1,2,0,27.0,10.5,0,1,2
719,0,3,1,23.0,15.5,2,1,1
720,0,3,1,33.0,7.775,0,1,1
721,1,2,0,6.0,33.0,0,0,2
722,0,3,1,17.0,7.0542,0,0,1
723,0,2,1,34.0,13.0,0,1,1
724,0,2,1,50.0,13.0,0,1,1
725,1,1,1,27.0,53.1,0,0,1
726,0,3,1,20.0,8.6625,0,1,1
727,1,2,0,30.0,21.0,0,0,3
728,1,3,0,40.0,7.7375,2,1,2
729,0,2,1,25.0,26.0,0,0,1
730,0,3,0,25.0,7.925,0,0,2
731,1,1,0,29.0,211.3375,0,1,2
732,0,3,1,11.0,18.7875,1,1,1
733,0,2,1,19.0,0.0,0,1,1
734,0,2,1,23.0,13.0,0,1,1
735,0,2,1,23.0,13.0,0,1,1
736,0,3,1,28.5,16.1,0,1,1
737,0,3,0,48.0,34.375,0,0,3
738,1,1,1,35.0,512.3292,1,1,1
739,0,3,1,24.0,7.8958,0,1,1
740,0,3,1,33.0,7.8958,0,1,1
741,1,1,1,18.0,30.0,0,1,1
742,0,1,1,36.0,78.85,0,0,1
743,1,1,0,21.0,262.375,1,0,2
744,0,3,1,24.0,16.1,0,0,1
745,1,3,1,31.0,7.925,0,1,1
746,0,1,1,70.0,71.0,0,0,5
747,0,3,1,16.0,20.25,0,0,1
748,1,2,0,30.0,13.0,0,1,2
749,0,1,1,19.0,53.1,0,0,1
750,0,3,1,31.0,7.75,2,1,1
751,1,2,0,4.0,23.0,0,0,2
752,1,3,1,6.0,12.475,0,0,4
753,0,3,1,33.0,9.5,0,1,1
754,0,3,1,23.0,7.8958,0,1,1
755,1,2,0,48.0,65.0,0,0,3
756,1,2,1,0.67,14.5,0,0,4
757,0,3,1,28.0,7.7958,0,1,1
758,0,2,1,18.0,11.5,0,1,1
759,0,3,1,34.0,8.05,0,1,1
760,1,1,0,33.0,86.5,0,1,5
761,0,3,1,37.0,14.5,0,1,1
762,0,3,1,41.0,7.125,0,1,1
763,1,3,1,20.0,7.2292,1,1,1
764,1,1,0,36.0,120.0,0,0,3
765,0,3,1,16.0,7.775,0,1,1
766,1,1,0,51.0,77.9583,0,0,3
767,0,1,1,32.0,39.6,1,1,5
768,0,3,0,30.5,7.75,2,1,2
769,0,3,1,29.0,24.15,2,0,1
770,0,3,1,32.0,8.3625,0,1,1
771,0,3,1,24.0,9.5,0,1,1
772,0,3,1,48.0,7.8542,0,1,1
773,0,2,0,57.0,10.5,0,1,3
774,0,3,1,19.0,7.225,1,1,1
775,1,2,0,54.0,23.0,0,0,3
776,0,3,1,18.0,7.75,0,1,1
777,0,3,1,21.0,7.75,2,1,1
778,1,3,0,5.0,12.475,0,1,2
779,0,3,1,31.0,7.7375,2,1,1
780,1,1,0,43.0,211.3375,0,0,3
781,1,3,0,13.0,7.2292,1,1,2
782,1,1,0,17.0,57.0,0,0,3
783,0,1,1,29.0,30.0,0,1,1
784,0,3,1,41.0,23.45,0,0,1
785,0,3,1,25.0,7.05,0,1,1
786,0,3,1,25.0,7.25,0,1,1
787,1,3,0,18.0,7.4958,0,1,2
788,0,3,1,8.0,29.125,2,0,4
789,1,3,1,1.0,20.575,0,0,4
790,0,1,1,46.0,79.2,1,1,1
791,0,3,1,31.0,7.75,2,1,1
792,0,2,1,16.0,26.0,0,1,1
793,0,3,0,39.0,69.55,0,0,2
794,0,1,1,43.0,30.6958,1,1,1
795,0,3,1,25.0,7.8958,0,1,1
796,0,2,1,39.0,13.0,0,1,1
797,1,1,0,49.0,25.9292,0,1,5
798,1,3,0,31.0,8.6833,0,1,3
799,0,3,1,30.0,7.2292,1,1,1
800,0,3,0,30.0,24.15,0,0,3
801,0,2,1,34.0,13.0,0,1,1
802,1,2,0,31.0,26.25,0,0,3
803,1,1,1,11.0,120.0,0,0,4
804,1,3,1,0.42,8.5167,1,0,4
805,1,3,1,27.0,6.975,0,1,1
806,0,3,1,31.0,7.775,0,1,1
807,0,1,1,39.0,0.0,0,1,1
808,0,3,0,18.0,7.775,0,1,2
809,0,2,1,39.0,13.0,0,1,1
810,1,1,0,33.0,53.1,0,0,3
811,0,3,1,26.0,7.8875,0,1,1
812,0,3,1,39.0,24.15,0,1,1
813,0,2,1,35.0,10.5,0,1,1
814,0,3,0,6.0,31.275,0,0,2
815,0,3,1,30.5,8.05,0,1,1
816,0,1,1,34.0,0.0,0,1,1
817,0,3,0,23.0,7.925,0,1,2
818,0,2,1,31.0,37.0042,1,0,1
819,0,3,1,43.0,6.45,0,1,1
820,0,3,1,10.0,27.9,0,0,4
821,1,1,0,52.0,93.5,0,0,3
822,1,3,1,27.0,8.6625,0,1,1
823,0,1,1,38.0,0.0,0,1,5
824,1,3,0,27.0,12.475,0,0,3
825,0,3,1,2.0,39.6875,0,0,4
826,0,3,1,18.0,6.95,2,1,1
827,0,3,1,41.0,56.4958,0,1,1
828,1,2,1,1.0,37.0042,1,0,4
829,1,3,1,42.0,7.75,2,1,1
830,1,1,0,62.0,80.0,0,1,3
831,1,3,0,15.0,14.4542,1,0,3
832,1,2,1,0.83,18.75,0,0,4
833,0,3,1,26.0,7.2292,1,1,1
834,0,3,1,23.0,7.8542,0,1,1
835,0,3,1,18.0,8.3,0,1,1
836,1,1,0,39.0,83.1583,1,0,2
837,0,3,1,21.0,8.6625,0,1,1
838,0,3,1,18.0,8.05,0,1,1
839,1,3,1,32.0,56.4958,0,1,1
840,1,1,1,28.0,29.7,1,1,1
841,0,3,1,20.0,7.925,0,1,1
842,0,2,1,16.0,10.5,0,1,1
843,1,1,0,30.0,31.0,1,1,2
844,0,3,1,34.5,6.4375,1,1,1
845,0,3,1,17.0,8.6625,0,1,1
846,0,3,1,42.0,7.55,0,1,1
847,0,3,1,34.0,69.55,0,0,1
848,0,3,1,35.0,7.8958,1,1,1
849,0,2,1,28.0,33.0,0,0,5
850,1,1,0,18.0,89.1042,1,0,3
851,0,3,1,4.0,31.275,0,0,4
852,0,3,1,74.0,7.775,0,1,1
853,0,3,0,9.0,15.2458,1,0,2
854,1,1,0,16.0,39.4,0,0,2
855,0,2,0,44.0,26.0,0,0,3
856,1,3,0,18.0,9.35,0,0,3
857,1,1,0,45.0,164.8667,0,0,3
858,1,1,1,51.0,26.55,0,1,1
859,1,3,0,24.0,19.2583,1,0,3
860,0,3,1,41.0,7.2292,1,1,1
861,0,3,1,41.0,14.1083,0,0,1
862,0,2,1,21.0,11.5,0,0,1
863,1,1,0,48.0,25.9292,0,1,3
864,0,3,0,37.0,69.55,0,0,2
865,0,2,1,24.0,13.0,0,1,1
866,1,2,0,42.0,13.0,0,1,3
867,1,2,0,27.0,13.8583,1,0,2
868,0,1,1,31.0,50.4958,0,1,1
869,0,3,1,16.0,9.5,0,1,1
870,1,3,1,4.0,11.1333,0,0,4
871,0,3,1,26.0,7.8958,0,1,1
872,1,1,0,47.0,52.5542,0,0,3
873,0,1,1,33.0,5.0,0,1,1
874,0,3,1,47.0,9.0,0,1,1
875,1,2,0,28.0,24.0,1,0,3
876,1,3,0,15.0,7.225,1,1,2
877,0,3,1,20.0,9.8458,0,1,1
878,0,3,1,19.0,7.8958,0,1,1
879,0,3,1,15.0,7.8958,0,1,1
880,1,1,0,56.0,83.1583,1,0,3
881,1,2,0,25.0,26.0,0,0,3
882,0,3,1,33.0,7.8958,0,1,1
883,0,3,0,22.0,10.5167,0,1,2
884,0,2,1,28.0,10.5,0,1,1
885,0,3,1,25.0,7.05,0,1,1
886,0,3,0,39.0,29.125,2,0,3
887,0,2,1,27.0,13.0,0,1,5
888,1,1,0,19.0,30.0,0,1,2
889,0,3,0,18.0,23.45,0,0,2
890,1,1,1,26.0,30.0,1,1,1
891,0,3,1,32.0,7.75,2,1,1
